Time,Type of Transaction,Age,Fraud
23,POS,27.2,0
13,POS,47.6,0
10,Online,59.7,0
11,Online,43.6,0
11,POS,51.9,0
10,ATM,58.7,0
17,POS,65.4,0
7,POS,49.9,0
17,ATM,46.3,0
12,POS,64.1,0
11,POS,34.4,0
18,POS,49.9,0
13,POS,52.6,0
21,POS,50.6,0
15,POS,55.3,0
13,POS,43,0
16,ATM,41.8,0
21,ATM,70.9,0
8,POS,53.3,0
22,POS,43,0
15,Online,66.6,0
7,Online,47.3,0
9,ATM,61,0
20,Online,46,0
12,ATM,34.2,0
7,Online,44.6,0
9,Online,44.1,0
23,POS,46.4,0
9,POS,58.8,0
15,ATM,49.6,0
12,POS,39.6,0
18,ATM,51.5,0
9,POS,32.4,0
18,Online,23.9,0
8,POS,48,0
17,POS,53,0
16,ATM,48.6,0
23,POS,49.1,0
13,Online,37,0
13,Online,33.8,0
9,ATM,45.8,0
12,ATM,51.4,0
18,POS,42.8,0
8,POS,41.5,0
14,POS,34.6,0
17,Online,54.2,0
13,POS,39.9,0
18,POS,37.8,0
14,Online,42.1,0
16,ATM,59.9,0
0,POS,49.8,1
16,ATM,52.9,1
7,POS,55.7,0
20,ATM,56.6,0
14,POS,43.6,0
19,Online,39.1,0
8,POS,50.7,0
19,ATM,46.6,0
19,Online,40.2,0
23,Online,48.4,0
9,Online,36.8,0
8,Online,63.1,0
12,ATM,31.9,0
10,POS,41.2,0
9,Online,24.2,0
20,Online,33.7,1
8,POS,41.5,0
15,Online,41.4,0
18,POS,43.6,0
12,Online,55.3,1
19,ATM,23.2,0
13,Online,43.1,0
8,ATM,55.8,0
19,ATM,39,0
23,POS,27.6,0
12,Online,37.7,0
18,Online,42.3,0
8,ATM,37.2,0
11,POS,49,0
13,POS,38.5,0
21,Online,40.7,0
3,Online,46.2,1
13,ATM,45.4,0
13,ATM,62,0
17,ATM,31.4,0
10,Online,47.3,0
18,ATM,30.1,0
17,Online,45.2,0
13,POS,38.4,0
9,ATM,38.9,0
15,ATM,43.2,0
17,ATM,51.3,0
21,ATM,44.6,0
16,Online,37.2,0
14,ATM,41.6,0
18,Online,46.6,0
11,ATM,44.1,0
22,Online,34.7,0
23,Online,43.8,0
9,Online,42,0
14,Online,25.2,0
18,POS,48,0
19,ATM,37.4,0
9,ATM,31.1,0
12,Online,31.7,0
8,Online,60.1,0
12,POS,46.9,0
11,ATM,52.4,0
19,ATM,31.8,0
8,ATM,43.9,0
7,POS,61.5,0
14,Online,38.7,0
15,POS,38.8,0
8,POS,61.8,0
23,Online,43.9,0
22,Online,55.1,0
18,ATM,50,0
8,Online,52.9,0
20,Online,52.6,0
23,POS,36.9,0
10,Online,58.1,0
14,ATM,27.4,0
13,Online,43.1,0
11,ATM,55.2,0
12,Online,29.9,0
11,POS,37.8,0
13,POS,20.3,0
10,ATM,55.2,0
16,POS,40.1,0
12,Online,52.1,0
18,Online,46.1,0
20,POS,43.2,0
17,POS,40.9,0
17,Online,38.9,0
11,Online,50.6,0
13,POS,52.9,0
16,POS,42.1,0
17,POS,42.7,0
19,POS,48.1,0
23,Online,35.2,0
15,POS,45,1
1,POS,50.2,1
13,POS,51.2,1
19,ATM,36.3,0
12,ATM,45.1,0
12,Online,42.5,0
6,Online,66.1,1
11,ATM,43.5,0
9,Online,27.4,0
22,Online,51.2,0
7,Online,34.3,0
18,Online,40.6,0
13,Online,36.4,0
8,ATM,37.4,0
23,POS,42.6,0
15,POS,55,0
12,POS,40.1,0
15,POS,45,0
13,Online,41.2,0
12,Online,39.4,0
9,Online,46.6,0
7,POS,62.4,0
12,Online,47.6,0
8,Online,63,0
12,ATM,44.9,0
12,ATM,43.3,0
10,Online,48,0
21,Online,43.4,0
23,POS,37.7,0
17,Online,52.4,0
8,ATM,51.2,0
13,Online,35.8,1
7,ATM,48.2,0
16,Online,43.2,0
19,Online,47.5,1
17,Online,53.7,0
4,POS,34.9,1
7,Online,39.1,0
16,POS,62.8,0
17,POS,32.2,0
21,Online,41.3,0
13,Online,51.5,0
10,POS,44,0
23,ATM,50.1,0
19,ATM,36,0
21,Online,34.5,0
7,POS,57,0
16,Online,43.9,0
7,Online,50.5,0
13,Online,30.2,0
15,POS,27,0
22,ATM,50.7,0
7,ATM,29.9,0
17,ATM,42,0
18,POS,36.4,0
9,ATM,41.9,0
22,ATM,48.4,0
13,ATM,53.6,0
16,Online,73.1,0
10,POS,41.3,1
17,ATM,50.9,0
13,Online,36,0
9,Online,40.1,0
16,POS,38.6,0
17,Online,34,1
14,Online,68.8,0
22,POS,37,0
16,POS,62.4,1
9,ATM,43.4,0
16,ATM,54.5,0
22,ATM,35.6,0
14,Online,30.7,0
11,ATM,64.7,0
10,Online,40,0
21,ATM,58.3,0
19,ATM,47.9,0
12,ATM,26,0
19,ATM,43.4,0
9,Online,52.3,0
17,ATM,45.4,0
16,Online,53.2,0
13,Online,61.6,0
13,Online,55.5,0
13,Online,34.9,1
19,ATM,19.7,0
7,ATM,57.2,0
18,Online,50.3,0
12,POS,38.1,0
11,ATM,18,0
13,ATM,58.7,0
15,POS,33.6,0
18,Online,35.4,0
20,POS,42.9,0
15,POS,71.8,0
8,Online,30.1,0
19,ATM,59.6,0
11,ATM,35.2,0
9,ATM,37.8,0
0,POS,40.5,1
7,Online,47.8,0
13,ATM,44.9,0
20,Online,45.8,0
9,POS,40,0
16,POS,35.3,0
14,Online,27.7,0
10,ATM,56,0
11,ATM,43.7,0
19,ATM,36.2,0
13,POS,57.6,0
13,Online,44.8,0
20,POS,56.5,0
23,Online,51.5,1
10,ATM,56.7,0
10,Online,40.4,0
13,Online,35.9,0
23,Online,44,0
15,POS,47,0
18,Online,49.7,0
18,ATM,47.2,0
7,Online,38.5,0
8,POS,35.5,0
3,Online,45.7,1
16,POS,47.3,0
13,POS,48,0
0,ATM,26.3,1
19,ATM,38.4,0
22,Online,46.1,0
14,ATM,43.3,0
15,POS,26.2,0
10,ATM,57.4,0
18,POS,45,0
20,ATM,21.8,0
15,ATM,31.5,0
22,Online,35.9,0
17,Online,43.8,0
9,ATM,62,0
5,POS,61.4,1
13,POS,30,0
10,Online,33.2,0
7,Online,40.9,0
11,POS,47.2,0
20,ATM,55,0
17,ATM,38.4,0
1,POS,57.5,1
11,POS,51.4,0
3,Online,32.9,1
13,POS,44.5,0
16,POS,58.5,0
19,Online,53.8,0
19,POS,53.2,0
22,POS,51.1,0
14,ATM,71,0
14,Online,53.9,0
10,Online,41.2,0
8,ATM,57.7,0
11,ATM,54.7,0
8,POS,62.8,0
13,POS,52.2,0
18,ATM,52.1,0
16,ATM,50.5,0
17,POS,40.7,0
12,ATM,68.5,0
12,POS,57,0
13,POS,30.8,0
21,Online,37,0
18,POS,51.8,0
17,ATM,58.5,0
17,POS,43.3,0
18,Online,53.3,0
16,Online,62.3,0
8,POS,48,0
14,POS,39.9,0
22,POS,37.6,0
7,ATM,22,0
7,Online,43.7,0
18,POS,65.9,0
8,Online,38.8,0
10,ATM,36.2,1
18,ATM,37,0
15,ATM,56.2,0
23,POS,47.9,0
16,ATM,39.5,0
16,ATM,51.2,0
15,POS,61.3,0
14,ATM,33.4,0
12,POS,41.5,0
21,POS,62.9,0
23,ATM,47.5,0
5,POS,48.3,1
17,Online,59.1,0
8,ATM,48.6,0
16,ATM,30.2,1
8,ATM,32.6,0
2,POS,39.7,1
16,POS,36.3,0
23,ATM,47.3,0
13,Online,33.9,0
22,ATM,46,0
8,Online,43.4,0
11,Online,44.7,0
13,ATM,31.7,0
22,ATM,53,0
17,POS,46.8,0
18,ATM,24.8,0
9,ATM,36.6,0
15,POS,60.8,0
9,POS,35,0
7,POS,42.4,0
7,POS,53.5,0
22,Online,50.7,0
12,ATM,39,0
8,POS,71.5,0
10,POS,32.4,0
8,ATM,51.6,0
10,POS,29,0
14,ATM,44,0
14,POS,48.3,0
19,ATM,40.2,0
20,POS,48.4,0
23,Online,39.8,0
20,ATM,53.4,0
7,Online,60.6,0
23,ATM,52.2,0
13,ATM,22.9,0
21,POS,72.4,0
23,Online,46.9,0
8,Online,40.9,0
18,ATM,47.8,0
17,POS,52.9,0
12,Online,54,0
12,Online,44.3,0
11,ATM,46.2,0
7,Online,30.2,0
18,POS,42.8,0
15,Online,44.1,0
8,Online,36.2,0
8,Online,61.3,0
17,POS,41.6,0
13,POS,44.6,0
11,Online,56.9,0
20,POS,37.3,0
9,Online,48.7,0
9,ATM,31.5,0
10,POS,40.8,0
14,POS,37.3,0
10,ATM,36,0
20,ATM,62.1,0
23,ATM,41.8,0
15,ATM,61.2,0
22,POS,42.3,0
8,Online,32.4,0
8,POS,41.7,0
12,ATM,48.1,0
13,Online,36.8,0
21,ATM,46.1,0
8,ATM,38,0
20,ATM,54.1,0
23,ATM,35.5,0
16,POS,41.7,0
9,Online,51.3,0
3,ATM,50.2,1
9,Online,41.8,0
10,Online,36.4,0
7,Online,44,0
18,Online,44.1,0
14,Online,41.8,0
10,ATM,36.2,0
8,ATM,41.2,0
20,POS,48.7,0
12,POS,44.7,0
15,Online,36.2,0
3,Online,55.2,1
22,Online,41.5,0
9,Online,39.8,0
20,ATM,54.5,0
17,POS,57,0
21,Online,33.1,0
16,POS,31.6,0
23,ATM,39.7,0
12,POS,39.3,0
22,POS,40,0
11,Online,43.5,0
23,POS,41.7,0
17,Online,50.4,0
8,POS,46.4,0
8,Online,37,0
9,ATM,53.6,0
7,ATM,44.5,0
22,ATM,60.9,0
12,ATM,50.1,0
23,POS,19.3,0
21,ATM,57.7,0
12,POS,48.7,0
19,ATM,49.3,0
17,POS,47.5,0
3,Online,60.7,1
8,ATM,46.7,0
17,ATM,62,0
19,POS,45.1,0
15,ATM,61.8,0
23,Online,45,0
7,ATM,32.7,0
22,ATM,38.2,0
15,POS,39,0
12,ATM,33.9,0
10,ATM,59.6,0
10,Online,37.4,0
19,ATM,49.8,0
16,POS,35.4,0
22,POS,51.7,0
21,ATM,40.9,0
12,POS,28.6,0
19,ATM,54,0
20,POS,49.5,0
22,POS,45.8,0
18,ATM,42.7,0
12,Online,45.9,0
22,ATM,47.8,0
13,POS,52.9,0
11,Online,48.4,0
19,POS,27.7,0
21,ATM,37.9,0
3,ATM,46.6,1
23,Online,62.7,0
4,ATM,67.2,1
20,Online,43.6,0
15,Online,55.3,0
5,Online,33.6,1
15,ATM,49,0
17,POS,34,0
18,Online,43.5,1
22,POS,29.8,0
17,Online,54.4,0
11,ATM,55.6,0
21,ATM,37.9,0
16,Online,48.2,0
8,ATM,44.1,0
20,Online,56.7,0
21,ATM,41.8,0
18,POS,63.7,0
14,ATM,38.2,0
15,POS,34.9,0
15,ATM,48.8,0
11,POS,51.4,0
11,POS,45.8,0
12,POS,43.9,0
14,Online,50,0
15,Online,41.5,0
10,POS,34.4,0
18,ATM,54.1,0
8,POS,37.1,0
16,ATM,71.7,0
12,POS,28.4,0
21,Online,60.9,0
22,POS,58,0
15,ATM,37.2,1
9,ATM,57.5,0
16,ATM,48,0
11,ATM,37.9,0
13,Online,51.3,0
7,ATM,37.8,0
22,ATM,42.1,0
12,ATM,54.1,0
10,Online,46.7,0
18,POS,35,0
18,ATM,59.5,0
7,ATM,51.7,0
18,ATM,54.1,0
21,POS,58.1,0
16,POS,55.5,0
16,Online,27.6,0
10,Online,36.5,0
10,Online,34.1,0
17,ATM,51.8,0
7,ATM,33.9,0
20,POS,60.9,0
10,POS,48.7,0
16,ATM,38.2,0
10,Online,58.3,0
11,ATM,44.1,0
23,POS,51.6,0
15,POS,49.7,0
17,ATM,60.3,0
9,ATM,55.5,0
19,ATM,44.4,0
20,Online,41.7,0
8,ATM,32.5,0
9,ATM,31,0
11,ATM,50.2,0
8,ATM,31.7,0
23,POS,41.3,0
17,Online,62.4,0
19,ATM,53.7,0
7,ATM,41.3,0
23,POS,60,0
14,ATM,38.7,0
18,ATM,32.6,0
22,POS,36.2,0
6,Online,46.5,1
11,ATM,41.9,0
13,ATM,35.7,0
15,POS,54.5,1
20,POS,45.8,0
10,ATM,51.7,0
16,POS,32.2,0
8,ATM,42.7,0
0,ATM,40,1
22,ATM,45.4,0
12,ATM,43.2,0
10,ATM,55.5,0
11,ATM,59.4,0
13,ATM,47.9,0
20,Online,51,0
15,ATM,35.7,0
19,POS,45.1,0
12,Online,50.3,0
14,POS,61.2,0
17,Online,36,0
11,ATM,58.7,0
11,ATM,53,0
10,POS,46,0
13,POS,37.8,0
19,Online,35.4,0
11,POS,53.7,0
16,ATM,54.4,0
15,ATM,38,0
21,Online,28.8,0
13,POS,40.8,0
11,ATM,41.3,0
22,Online,66.7,0
20,ATM,58.7,0
12,POS,47.9,0
23,ATM,53.1,0
11,ATM,42.8,1
10,Online,49.2,0
16,POS,36.7,0
15,ATM,45.7,0
18,Online,41.8,0
18,ATM,29.8,0
15,ATM,64.8,0
7,Online,29.4,0
18,Online,47.5,0
16,ATM,42.3,0
12,ATM,29.6,0
18,ATM,54.6,0
19,POS,53.5,0
14,Online,46.1,0
13,ATM,52.1,0
19,Online,61.6,0
12,ATM,37.8,0
23,POS,52.5,0
7,Online,38.4,0
20,ATM,47.4,0
14,Online,24.8,0
14,POS,40.1,0
15,Online,31.4,0
21,Online,38.6,0
23,POS,40.6,0
8,Online,48,0
13,Online,50.5,0
22,ATM,30.5,0
21,POS,23.4,0
20,Online,48.4,1
9,Online,53.7,0
19,ATM,33.5,0
12,Online,37.8,0
15,POS,44.9,0
13,POS,43.4,0
9,ATM,36.5,0
16,POS,28.8,0
17,ATM,47.1,0
10,ATM,44.4,0
13,Online,27.4,0
7,POS,49.7,0
23,ATM,47.7,0
17,Online,37,0
18,ATM,25.7,0
13,Online,34.9,0
13,POS,49.3,0
10,Online,51.5,0
12,ATM,60.1,0
8,Online,46,0
21,ATM,46.9,0
21,POS,42.3,0
8,Online,53.2,0
23,ATM,56.3,0
16,POS,42.3,0
16,Online,36,0
7,ATM,45.4,0
19,ATM,58.2,0
8,Online,39.8,0
22,Online,48.5,0
7,POS,41.1,0
11,ATM,47.7,0
14,POS,44.7,0
4,POS,28.6,1
12,Online,46.9,0
15,Online,33.2,0
13,Online,49.8,0
20,Online,43.6,0
19,POS,38.1,0
22,POS,33.8,0
20,ATM,59,0
13,ATM,31.8,0
19,POS,62.5,0
15,POS,47,0
9,ATM,46,0
22,Online,49,0
17,POS,50.8,0
13,ATM,30.8,0
15,Online,48.2,0
11,Online,51.2,0
22,Online,49.9,0
12,Online,30,0
10,POS,27.1,0
21,Online,38,0
12,POS,40.1,0
8,POS,53.2,0
10,ATM,50.3,0
16,POS,32.4,0
15,Online,55.3,0
18,Online,58.1,0
12,Online,67.5,0
10,POS,70.6,0
12,POS,63.1,0
8,ATM,61.9,0
23,Online,39,0
11,Online,51.4,0
17,POS,36,0
16,ATM,45.9,0
6,Online,59.2,1
23,POS,39.1,0
11,POS,38,0
12,POS,25.2,0
22,Online,49.5,0
14,Online,50.9,0
10,POS,28,0
23,Online,54.2,0
10,POS,56,0
21,ATM,37.5,0
16,Online,33.5,0
13,ATM,34.1,0
17,ATM,32.4,0
21,ATM,53.3,0
15,ATM,59,0
23,POS,36.6,0
23,POS,46.9,0
16,Online,48.3,0
20,Online,43,0
9,Online,39.6,0
23,ATM,47.4,0
23,ATM,44.3,0
11,POS,34.1,0
15,Online,63.1,0
16,ATM,48.4,0
11,POS,57.7,0
8,POS,48.1,0
16,POS,49.7,0
9,Online,47.6,0
10,POS,53.9,1
10,ATM,37.4,0
18,Online,54.8,0
14,Online,45.4,0
18,Online,29,0
16,POS,29.1,0
19,ATM,74,0
18,Online,39.8,0
10,Online,38.2,0
8,POS,49.6,0
20,ATM,54.1,0
13,Online,61,0
19,POS,33.6,0
16,POS,41.7,0
16,ATM,60.5,0
14,POS,36,0
22,POS,32.3,0
18,ATM,57.6,0
19,Online,45.5,0
15,POS,57.2,0
7,ATM,51,0
20,Online,51.2,0
16,Online,39.6,0
23,ATM,50.7,0
22,Online,39.4,0
21,ATM,48.1,0
23,Online,57.9,0
19,ATM,40.3,0
11,ATM,29.7,0
21,ATM,34.8,0
14,POS,38.5,0
19,POS,34.2,0
23,POS,54.7,0
9,ATM,59.3,0
16,POS,51.5,0
4,POS,51.6,1
16,Online,44.6,0
22,POS,39.1,0
10,POS,49.7,0
10,POS,38.2,0
23,Online,37.2,0
14,POS,28.6,0
20,Online,52,0
21,POS,53.1,0
14,POS,42.7,0
22,Online,45.9,0
10,Online,38.2,0
13,ATM,43.9,0
22,POS,36.5,0
22,ATM,54.3,0
10,ATM,43,0
10,Online,59.7,0
11,POS,33.2,0
21,ATM,37,0
13,ATM,28,0
21,ATM,45.4,0
18,Online,47.3,0
15,ATM,51.4,0
14,ATM,58.5,0
0,POS,44.6,1
10,POS,45.4,0
12,Online,30.5,0
18,Online,58.1,0
12,POS,28.8,0
23,Online,46.9,0
19,ATM,35.8,0
8,Online,41.5,0
15,Online,31.5,0
18,ATM,40.6,0
10,POS,40.2,0
9,Online,40.5,0
14,Online,46.6,0
7,ATM,48.6,0
18,POS,60.9,0
21,POS,41.1,0
7,ATM,51.4,0
12,Online,47.6,0
11,POS,38.6,0
14,POS,42.6,0
19,POS,33.3,0
9,Online,31.2,0
18,ATM,51.2,0
15,POS,61.1,0
12,POS,51.3,0
13,Online,28.9,0
13,Online,23.2,0
14,ATM,44,0
22,Online,34.3,0
10,Online,38.5,0
17,POS,43,1
8,ATM,60.2,0
20,Online,49,0
15,POS,60.6,0
15,Online,54.9,0
9,ATM,21.4,0
22,ATM,29.2,0
16,POS,44.9,0
11,Online,42.6,0
21,ATM,54.3,0
19,Online,48.4,0
7,Online,54.3,0
23,POS,51.6,1
22,ATM,45.9,0
17,POS,44.8,0
20,ATM,42.2,0
15,ATM,54.8,0
20,POS,59.8,0
11,POS,50.7,0
23,ATM,43,0
22,Online,23,0
11,ATM,35.1,0
8,ATM,42,0
14,Online,44.9,0
20,POS,48.5,0
23,Online,52.4,0
16,POS,30,0
13,POS,50.2,1
9,Online,48.1,0
16,ATM,62.4,0
20,POS,43.5,0
7,Online,52.4,0
22,POS,36.4,0
11,Online,32,0
10,ATM,40.2,1
17,ATM,59.1,0
17,Online,32.5,0
15,Online,47.7,0
12,ATM,24,0
12,Online,32.8,0
21,Online,38.1,0
18,ATM,35.5,0
7,POS,32,0
11,Online,33.3,0
10,Online,41.5,0
5,POS,34.7,1
10,ATM,59.4,0
20,Online,39.2,1
10,ATM,43.7,0
7,POS,48.9,0
11,POS,60.7,0
17,POS,34.4,0
9,Online,43.7,0
13,ATM,58.1,0
17,Online,54,0
19,Online,56.8,0
20,Online,52,0
19,ATM,28.5,0
14,POS,40.4,0
22,POS,19.7,0
9,POS,36.8,0
11,Online,57.3,0
20,ATM,55.2,0
17,ATM,41.9,0
19,POS,52.5,0
12,POS,52.7,0
22,Online,38.2,0
18,Online,46.3,0
11,Online,37.8,1
18,ATM,31.6,0
10,Online,51.6,0
22,Online,54.1,1
19,ATM,36.2,0
3,ATM,41.2,1
13,Online,44.3,0
22,POS,54.2,0
18,ATM,51.7,0
7,POS,32.6,0
11,Online,47.3,0
11,ATM,37.1,0
21,POS,22.4,0
2,POS,46,1
12,POS,45.5,0
12,Online,44,0
10,POS,56.3,0
12,POS,56.6,0
11,ATM,35.8,0
7,ATM,41.8,0
14,Online,25.6,0
16,POS,37.7,0
23,POS,47.4,0
11,ATM,36.5,0
11,POS,58.4,0
22,POS,44.7,0
7,POS,25.1,0
20,Online,56.4,0
10,POS,41.4,0
10,POS,56.9,0
1,Online,48.2,1
7,Online,47.3,0
20,Online,49.6,0
18,POS,35.3,0
22,Online,53.4,0
9,POS,37.7,0
12,Online,42.9,0
9,Online,37.4,0
11,Online,53.6,0
16,ATM,51.3,0
21,POS,44.1,0
15,POS,45.3,0
13,Online,47.7,1
7,ATM,49.7,0
15,ATM,23.2,0
9,ATM,45.8,0
10,Online,47.1,0
22,Online,51.8,0
9,POS,64.9,0
9,POS,40.4,0
7,POS,48.8,0
17,ATM,47.6,0
21,ATM,36.3,0
4,Online,37.9,1
21,POS,50,0
13,ATM,52.2,0
13,POS,47.8,0
19,ATM,49.8,0
22,POS,43.4,0
15,POS,60.9,0
14,ATM,44,0
23,Online,49.5,0
17,POS,50.8,0
22,POS,62.9,0
14,POS,26.2,0
1,ATM,55.8,1
11,Online,41.7,0
18,Online,30.6,0
15,Online,43.8,0
11,ATM,42.2,0
11,ATM,36.7,0
22,ATM,38.1,0
21,Online,29.6,0
23,Online,52.5,1
23,POS,50.9,0
19,ATM,55.4,0
22,POS,33.5,0
16,POS,50,0
23,Online,59.1,0
8,Online,39.9,0
12,ATM,42,0
22,Online,51.1,0
14,POS,31,0
15,ATM,28,0
12,ATM,38.2,0
17,ATM,43.2,0
13,POS,47.4,0
17,Online,49.2,0
18,POS,56.6,0
19,Online,21.5,0
7,ATM,49.6,0
15,ATM,48.3,0
22,POS,47.2,0
17,Online,46.9,0
13,ATM,30.9,0
10,ATM,33.6,0
17,ATM,49.5,0
21,ATM,50.6,0
12,ATM,45.9,0
20,ATM,64.2,0
15,ATM,57.8,0
12,Online,49.6,0
11,ATM,44.9,0
16,Online,25,0
17,ATM,40.4,0
15,ATM,44.1,0
14,Online,53.4,1
20,POS,51.8,0
12,POS,40.3,0
7,Online,39.6,0
16,Online,49.7,0
19,POS,33.1,0
22,ATM,30.5,0
6,Online,46.7,1
8,POS,53.5,0
18,POS,41.6,0
8,POS,60.6,0
8,ATM,52.8,0
8,Online,69.1,0
19,Online,44.2,0
22,Online,51.6,0
9,Online,58.9,0
9,ATM,43.5,0
14,ATM,46,0
7,ATM,36,0
5,POS,42.2,1
20,ATM,28.6,0
11,ATM,29.8,0
11,Online,52,0
23,POS,56.6,0
9,POS,62.4,0
14,Online,45.1,0
10,ATM,47.4,0
16,POS,48.5,0
7,ATM,36.3,0
17,POS,44,0
17,Online,20.3,0
12,POS,44.8,0
12,Online,50.3,0
7,Online,39.1,0
15,ATM,30,0
12,Online,40.2,0
13,POS,55.7,0
23,Online,45.3,1
23,POS,49.1,0
23,ATM,49.6,0
10,POS,47.7,1
15,ATM,49.8,0
21,Online,63.2,0
20,ATM,38.2,0
17,ATM,57.2,0
10,ATM,48.8,0
22,Online,27.4,0
10,POS,62.9,0
16,POS,29,0
8,Online,43.9,0
11,POS,40.6,0
17,ATM,35.1,0
14,Online,61.8,0
9,POS,51.6,0
22,Online,47.7,0
2,Online,45.2,1
22,ATM,59.5,0
23,ATM,50.4,0
11,ATM,41.2,1
19,ATM,43.5,0
12,Online,47.1,0
21,Online,40.5,0
10,ATM,31.8,0
3,ATM,46,1
9,POS,47.5,0
16,ATM,56,0
8,Online,51.2,0
16,POS,54.1,0
19,Online,61.9,0
10,Online,41.8,0
15,POS,48.6,1
21,POS,44.3,0
17,POS,39.5,0
18,Online,36,0
13,ATM,36.5,0
21,ATM,56.1,0
9,ATM,40.9,0
11,POS,47.8,0
16,POS,31.1,0
17,Online,49.7,0
23,ATM,51.4,0
16,ATM,32.2,0
13,ATM,54.1,0
10,ATM,39,0
23,Online,44.2,0
21,Online,50.4,0
10,Online,45,0
21,POS,60.9,0
14,POS,49.6,0
23,ATM,23.3,0
18,Online,47.3,0
18,ATM,62.6,0
8,ATM,30.8,0
23,Online,55.8,0
13,Online,38.4,0
11,POS,37.7,0
13,Online,55.8,0
10,Online,48.6,0
19,Online,46.5,0
23,ATM,28.3,0
21,Online,24.5,0
11,Online,37.7,0
19,ATM,46.6,0
17,ATM,37.4,0
6,Online,57.6,1
7,Online,43.2,0
16,POS,56.2,0
18,POS,54.4,0
11,ATM,40,0
10,Online,47.9,0
12,ATM,50.9,0
10,Online,62.5,1
17,POS,27.6,0
8,Online,19,0
11,POS,41.8,0
10,ATM,52.8,0
22,POS,47.6,0
18,ATM,33.9,0
23,ATM,32.7,0
7,POS,48,0
14,Online,33.2,0
13,POS,35.8,0
12,POS,47.1,0
21,ATM,42.9,0
13,ATM,51.3,0
9,POS,43.7,0
15,Online,36.8,0
15,Online,52.5,0
19,POS,58.1,0
7,POS,41.5,0
5,Online,48.4,1
22,POS,44,0
19,ATM,57.3,0
21,Online,57.1,0
22,Online,49.6,0
7,Online,46.4,0
15,Online,50.7,0
18,ATM,40.1,0
18,Online,40.2,0
12,Online,40.1,0
12,Online,50.5,0
9,ATM,52.9,0
19,POS,52.9,0
9,POS,52.2,0
14,Online,40.4,0
18,Online,40.2,0
10,ATM,46,0
22,POS,25.8,0
11,Online,37.8,0
22,POS,49.9,0
9,POS,33.2,0
15,Online,43.2,0
7,ATM,54.5,0
17,POS,41.3,0
17,Online,44.9,0
8,POS,55,0
20,POS,41.1,1
15,Online,44.2,0
7,ATM,41.6,0
19,Online,39,0
7,POS,53.2,0
16,Online,32.1,0
11,POS,40,0
8,POS,38.9,1
20,ATM,39,0
12,POS,43.2,0
20,Online,41.6,0
23,POS,46.6,0
11,ATM,60.1,0
14,ATM,55,0
18,Online,54,0
10,ATM,48.3,0
23,ATM,22.6,0
23,ATM,42.5,0
16,Online,48.4,0
16,POS,21.8,0
19,ATM,41.1,0
9,ATM,32,0
4,Online,50.7,1
8,POS,33.9,0
10,ATM,47.3,0
13,ATM,44.7,0
10,POS,57.4,0
13,Online,36.3,0
22,POS,69.9,0
11,ATM,55.8,0
9,Online,36.6,0
10,Online,47.7,0
10,POS,61.9,0
12,ATM,37.3,0
21,POS,46.3,0
16,POS,42.4,0
19,POS,56.1,0
19,Online,42.8,0
18,ATM,55.2,0
19,ATM,43.7,0
22,POS,47.1,0
8,Online,39.9,0
23,POS,51.8,0
17,Online,55.4,0
11,POS,52.2,0
15,POS,39.7,0
21,POS,57.4,0
16,Online,45.4,0
11,ATM,51.1,0
17,Online,37.6,0
19,Online,52,0
12,ATM,42.4,0
11,ATM,42.4,0
16,POS,56.7,0
20,ATM,57.8,0
7,ATM,37.7,0
11,ATM,45.8,0
7,ATM,29.8,0
22,Online,39.8,0
20,POS,53.2,0
7,Online,43.7,0
11,ATM,39.3,0
21,ATM,46,0
12,ATM,41.7,0
23,POS,59.3,0
18,Online,57.2,0
21,POS,41.6,0
15,POS,37.1,0
8,POS,55.5,0
16,POS,43.6,0
14,Online,43.1,0
23,ATM,57.3,0
13,ATM,41.7,0
7,POS,45.4,0
20,Online,35.4,0
8,POS,66,0
1,ATM,45,1
14,ATM,43.6,0
14,POS,40,0
12,ATM,41.3,0
14,POS,42,0
23,Online,27,0
20,Online,40.5,0
14,ATM,54.6,0
3,Online,49.6,1
20,Online,56.2,0
9,Online,53.5,0
18,ATM,46.2,0
13,Online,51.2,0
17,Online,56,0
18,Online,41.9,0
21,ATM,38.7,0
7,Online,46.8,0
22,POS,42.6,0
15,Online,49,0
14,POS,37.5,0
9,Online,48.9,0
22,ATM,58.7,0
23,ATM,36.7,0
23,Online,47.3,0
13,Online,46.7,0
13,ATM,36.4,0
23,ATM,59.9,0
8,POS,39.5,0
16,Online,34.2,0
20,Online,49.4,0
21,POS,27.1,0
7,ATM,44.5,0
11,POS,37,0
22,Online,39.6,1
16,POS,39.1,1
13,Online,37.1,0
16,Online,54,0
21,Online,38.2,0
13,Online,45.9,0
23,POS,49.6,0
14,ATM,36.5,0
13,ATM,36.7,0
7,Online,53.8,0
14,POS,52.5,0
9,ATM,46,0
16,POS,47.6,0
14,POS,65.4,0
8,ATM,48.4,0
22,ATM,41.5,0
16,Online,56.7,1
16,POS,35.4,0
8,Online,53.9,0
8,Online,44.4,0
21,POS,26.3,0
20,Online,37,0
19,ATM,67.2,1
3,Online,35.8,1
1,Online,34.4,1
17,Online,40.7,0
23,ATM,59.3,0
17,ATM,45.9,0
7,Online,35.7,1
22,ATM,59.9,0
23,ATM,49.8,0
12,POS,58.3,0
8,ATM,43.7,0
